Full_Name,Age,Marital_Status,Employment_Status,Income_AMD,Education_Level,Loan_Amount_AMD,Loan_Purpose,Collateral,FICO_Score,Debt_to_Income_Ratio,Num_Open_Credit_Lines,Previous_Defaults,Loan_Term,Interest_Rate,Employment_Duration_Years,Alternative_Income_AMD,Creditworthiness
Vardan Poghosyan,40,Single,Employed,1750000,Master's,2350000,Agricultural loan,Yes,705,0.46,1,0,24,17.21,16,150000,Medium
Arman Avetisyan,66,Widowed,Self-Employed,2730000,Master's,3850000,Consumer loan,Yes,768,0.18,3,1,60,14.87,22,4100000,High
Levon Hovhannisyan,64,Divorced,Self-Employed,2890000,High School,1700000,Mortgage loan,Yes,570,0.11,3,4,36,14.29,35,1400000,Low
Ashot Karapetyan,37,Married,Self-Employed,970000,Master's,2200000,Consumer loan,Yes,653,0.29,4,0,60,14.09,10,2200000,Low
Gayane Avetisyan,35,Widowed,Employed,1030000,Master's,300000,Consumer loan,Yes,764,0.44,3,0,24,17.38,16,1550000,High
Levon Hakobyan,35,Widowed,Self-Employed,2150000,Master's,2800000,Consumer loan,Yes,663,0.24,1,1,12,17.29,0,1300000,Low
Ara Hakobyan,19,Married,Self-Employed,670000,PhD,1450000,Loan granted to individuals,No,368,0.59,2,1,36,17.25,0,2150000,Low
Karen Markosyan,21,Divorced,Self-Employed,710000,Master's,4850000,Consumer loan,Yes,607,0.57,2,3,36,11.71,2,1850000,Low
Vardan Karapetyan,47,Single,Employed,2330000,PhD,2650000,Consumer loan,No,722,0.4,2,4,36,15.8,12,3150000,Medium
Tatev Hakobyan,50,Single,Employed,570000,Master's,50000,Agricultural loan,Yes,813,0.26,4,4,36,17.57,27,4050000,Low
Lusine Sargsyan,53,Married,Employed,2430000,High School,2950000,Agricultural loan,Yes,518,0.55,2,0,36,15.18,13,1450000,Low
Ashot Petrosyan,35,Divorced,Unemployed,0,Bachelor's,2400000,Leasing finance,Yes,344,0.5,3,4,60,17.57,15,1050000,Low
Vahagn Hakobyan,54,Widowed,Unemployed,0,Bachelor's,350000,Agricultural loan,Yes,532,0.14,3,1,24,18.4,13,3300000,Very Low
Levon Karapetyan,36,Divorced,Self-Employed,1930000,Master's,4300000,Leasing finance,Yes,666,0.34,1,1,36,10.91,6,3350000,Low
Gevorg Sargsyan,64,Married,Employed,1930000,Master's,1600000,Loan granted to financial institutions,No,421,0.59,4,1,36,12.37,36,4500000,Low
Lusine Melkonyan,45,Divorced,Employed,1830000,Bachelor's,3900000,Loan granted to individuals,Yes,794,0.33,2,0,48,15.61,8,50000,High
Meline Sargsyan,57,Single,Unemployed,0,High School,3050000,Loan granted to financial institutions,Yes,448,0.57,1,2,12,12.19,17,4250000,Low
Gevorg Hovhannisyan,37,Widowed,Self-Employed,2250000,Bachelor's,2850000,Agricultural loan,Yes,775,0.59,2,1,36,19.36,8,2600000,Low
Karine Sargsyan,66,Single,Self-Employed,2850000,High School,2550000,Mortgage loan,Yes,649,0.29,2,4,36,11.14,8,3100000,Low
Narine Mkrtchyan,50,Married,Self-Employed,2470000,Master's,4400000,Leasing finance,Yes,414,0.58,1,4,60,12.93,19,450000,Low
Aram Hakobyan,29,Married,Employed,1450000,Master's,950000,Mortgage loan,Yes,536,0.17,3,1,48,19.94,4,2150000,Very Low
Ruben Melkonyan,68,Widowed,Employed,2390000,PhD,1350000,Leasing finance,Yes,346,0.18,1,2,24,11.08,37,1100000,Very Low
Suren Karapetyan,32,Single,Self-Employed,490000,High School,3150000,Leasing finance,No,573,0.24,4,0,36,13.94,3,1250000,Very Low
Nune Markosyan,58,Widowed,Employed,1750000,Master's,3000000,Loan granted to individuals,Yes,412,0.33,1,1,48,12.45,24,2500000,Very Low
Vahan Hakobyan,56,Married,Employed,2990000,Master's,3050000,Mortgage loan,Yes,844,0.19,2,0,36,17.91,1,4050000,Very High
Narine Vardanyan,19,Single,Employed,190000,PhD,3050000,Mortgage loan,Yes,698,0.27,3,2,36,12.35,1,3700000,Medium
Arman Mkrtchyan,46,Single,Employed,1830000,Master's,4350000,Loan granted to individuals,Yes,591,0.15,1,1,36,10.78,7,2950000,Low
David Vardanyan,58,Widowed,Self-Employed,1790000,High School,2250000,Loan granted to financial institutions,No,615,0.32,3,1,36,19.26,24,2650000,Low
Gevorg Sargsyan,27,Widowed,Employed,1310000,Bachelor's,1050000,Loan granted to individuals,No,461,0.51,3,1,12,12.49,3,2100000,Low
Mariam Melkonyan,19,Married,Employed,2570000,Master's,2200000,Consumer loan,Yes,389,0.4,3,3,48,17.16,0,4850000,Low
Anahit Vardanyan,68,Single,Retired,51500,Master's,4650000,Mortgage loan,Yes,350,0.51,3,1,48,12.2,28,2800000,Low
Hasmik Nazaryan,28,Married,Employed,350000,PhD,50000,Commercial and industrial loan,No,723,0.17,2,1,24,10.96,1,1250000,Medium
Hasmik Hakobyan,30,Divorced,Employed,1470000,Bachelor's,4750000,Consumer loan,Yes,705,0.3,2,2,48,17.83,2,1150000,Medium
Armine Melkonyan,27,Single,Unemployed,0,PhD,4550000,Consumer loan,Yes,443,0.12,2,2,36,9.61,9,3050000,Very Low
Ani Hakobyan,31,Widowed,Employed,2770000,High School,2200000,Consumer loan,Yes,827,0.28,2,3,24,12.65,4,2600000,Low
Sargis Sargsyan,35,Widowed,Employed,2870000,PhD,3100000,Leasing finance,Yes,432,0.41,2,1,48,17.58,13,0,Very Low
Trdat Karapetyan,68,Single,Employed,1270000,PhD,3050000,Agricultural loan,No,798,0.38,4,4,60,14.63,42,4150000,Low
Arsen Sargsyan,26,Single,Employed,270000,Master's,4550000,Consumer loan,No,689,0.13,4,0,48,16.59,2,3500000,Medium
Edgar Avagyan,56,Widowed,Employed,810000,Master's,3950000,Consumer loan,Yes,469,0.13,1,1,48,9.73,19,3300000,Very Low
Levon Poghosyan,45,Widowed,Employed,1390000,High School,4450000,Loan granted to individuals,Yes,841,0.25,3,3,36,17.25,24,300000,Low
Aram Karapetyan,20,Married,Self-Employed,310000,High School,3950000,Agricultural loan,Yes,459,0.49,4,4,12,10.89,0,1800000,Low
Gevorg Hakobyan,37,Single,Unemployed,0,High School,4150000,Agricultural loan,No,711,0.11,2,2,48,17.9,4,4650000,Very Low
Arpi Vardanyan,23,Single,Employed,1930000,High School,2500000,Agricultural loan,No,683,0.41,3,0,24,15.21,4,4300000,Medium
Sona Karapetyan,44,Married,Employed,510000,Master's,3750000,Mortgage loan,Yes,484,0.19,2,3,48,17.13,17,1400000,Low
Ara Sargsyan,19,Married,Self-Employed,1250000,Bachelor's,2050000,Commercial and industrial loan,No,513,0.57,2,2,36,11.34,0,750000,Low
Sargis Nazaryan,46,Married,Unemployed,0,PhD,1650000,Commercial and industrial loan,Yes,393,0.32,1,1,48,13.35,8,2200000,Very Low
Levon Harutyunyan,55,Divorced,Employed,330000,Bachelor's,4350000,Loan granted to individuals,Yes,518,0.12,3,3,36,17.82,1,1750000,Low
Lilit Avagyan,20,Single,Self-Employed,2530000,Master's,600000,Loan granted to financial institutions,Yes,518,0.46,2,1,60,19.02,1,3400000,Very Low
Ashot Hovhannisyan,33,Married,Self-Employed,930000,Master's,100000,Leasing finance,Yes,312,0.34,2,3,60,11.49,3,4800000,Low
Armine Poghosyan,47,Married,Self-Employed,750000,Bachelor's,1050000,Mortgage loan,Yes,722,0.54,1,3,12,17.73,26,1800000,Low
Samvel Sargsyan,57,Widowed,Employed,1070000,Bachelor's,700000,Loan granted to financial institutions,Yes,722,0.43,3,1,24,10.19,0,300000,Medium
Vahan Harutyunyan,19,Widowed,Employed,870000,Bachelor's,1700000,Commercial and industrial loan,Yes,785,0.45,4,3,60,13.68,0,4450000,Low
Ruben Avagyan,34,Single,Employed,1710000,Master's,3950000,Agricultural loan,Yes,676,0.48,3,2,36,19.33,12,150000,Medium
Vahan Avetisyan,58,Single,Self-Employed,2110000,Master's,4250000,Loan granted to financial institutions,Yes,707,0.31,2,2,36,19.4,36,4750000,Medium
Suren Nazaryan,29,Widowed,Unemployed,0,Bachelor's,3200000,Agricultural loan,Yes,418,0.5,4,0,24,12.26,11,3300000,Very Low
Tigran Markosyan,52,Married,Employed,2750000,Master's,1150000,Leasing finance,Yes,570,0.13,1,0,36,11.12,18,4700000,Very Low
Edgar Petrosyan,60,Married,Self-Employed,1030000,High School,4250000,Commercial and industrial loan,Yes,396,0.48,1,3,24,10.64,0,950000,Low
Suren Markosyan,18,Single,Self-Employed,1870000,Master's,2500000,Agricultural loan,No,346,0.42,2,2,60,14.29,0,200000,Very Low
Arsen Hovhannisyan,62,Married,Self-Employed,1590000,Bachelor's,700000,Mortgage loan,Yes,472,0.38,3,1,24,10.01,30,2400000,Very Low
Nune Avetisyan,32,Single,Self-Employed,170000,Master's,4250000,Commercial and industrial loan,Yes,646,0.26,2,3,36,12.93,1,2250000,Low
Liana Karapetyan,43,Widowed,Self-Employed,2990000,PhD,3800000,Consumer loan,Yes,536,0.16,3,1,12,9.19,6,1650000,Very Low
Gagik Nazaryan,54,Divorced,Employed,930000,Master's,2300000,Commercial and industrial loan,Yes,842,0.42,1,4,36,11.85,31,4750000,Low
Ruben Ghazaryan,38,Single,Self-Employed,190000,Bachelor's,250000,Leasing finance,Yes,512,0.34,2,0,60,18.9,2,4100000,Very Low
Tigran Markosyan,66,Widowed,Self-Employed,1290000,Bachelor's,3300000,Loan granted to individuals,Yes,571,0.21,2,3,24,13.92,31,3300000,Low
Lusine Petrosyan,48,Married,Employed,1550000,Master's,1100000,Leasing finance,Yes,706,0.12,4,3,12,9.81,26,800000,Medium
Liana Mkrtchyan,42,Married,Employed,2010000,Bachelor's,3500000,Consumer loan,Yes,377,0.37,2,1,36,16.12,0,3650000,Very Low
Narine Ghazaryan,40,Divorced,Self-Employed,2650000,High School,100000,Leasing finance,Yes,445,0.16,3,0,48,19.51,0,3600000,Very Low
Meline Hakobyan,41,Divorced,Employed,2230000,Master's,1450000,Consumer loan,Yes,311,0.56,4,1,60,14.1,11,2100000,Low
Areg Hakobyan,55,Married,Self-Employed,990000,Bachelor's,3050000,Loan granted to individuals,Yes,528,0.18,3,1,12,15.87,23,4600000,Very Low
Arpi Harutyunyan,45,Single,Employed,2490000,High School,3550000,Consumer loan,Yes,640,0.12,4,0,48,19.11,21,800000,Low
Hovhannes Harutyunyan,38,Divorced,Employed,1510000,PhD,800000,Commercial and industrial loan,Yes,463,0.23,1,4,36,13.61,3,1300000,Low
Armine Hakobyan,60,Divorced,Employed,190000,Bachelor's,3200000,Consumer loan,No,681,0.19,3,2,24,16.31,14,300000,Medium
Vardan Avetisyan,35,Divorced,Employed,2190000,Bachelor's,4850000,Loan granted to financial institutions,Yes,721,0.5,3,2,24,13.85,16,3950000,Medium
Ani Avagyan,53,Single,Unemployed,0,Master's,4850000,Commercial and industrial loan,No,737,0.24,2,4,60,19.58,25,3100000,Low
Hovhannes Petrosyan,52,Married,Employed,2950000,PhD,700000,Consumer loan,Yes,362,0.22,1,0,60,14.54,20,1550000,Very Low
Nune Mkrtchyan,62,Single,Employed,2070000,High School,2150000,Mortgage loan,Yes,545,0.6,4,3,36,18.74,5,800000,Low
Tatev Harutyunyan,26,Married,Employed,1330000,Master's,3800000,Commercial and industrial loan,Yes,349,0.18,4,0,60,14.58,5,200000,Very Low
Vardan Sargsyan,55,Widowed,Employed,1810000,Master's,2150000,Leasing finance,Yes,533,0.14,1,1,24,16.35,36,800000,Very Low
Nune Karapetyan,47,Single,Employed,1470000,Bachelor's,3500000,Agricultural loan,No,827,0.25,2,0,36,13.25,10,2250000,Very High
Ruzanna Ghazaryan,61,Single,Self-Employed,2270000,Bachelor's,2750000,Agricultural loan,Yes,815,0.3,3,2,48,19.09,36,1200000,Very Low
Elina Nazaryan,51,Widowed,Employed,1750000,High School,3800000,Commercial and industrial loan,Yes,581,0.48,3,3,60,16.12,29,1250000,Low
Edgar Melkonyan,49,Single,Employed,2590000,Master's,1550000,Loan granted to individuals,Yes,519,0.58,2,4,36,9.22,30,4350000,Low
Mari Avetisyan,20,Single,Employed,1070000,Master's,3800000,Loan granted to financial institutions,Yes,647,0.48,4,0,60,9.17,0,2550000,Low
Vahan Sargsyan,20,Widowed,Employed,2070000,High School,3700000,Loan granted to financial institutions,No,663,0.46,2,3,60,16.44,0,3600000,Low
Liana Petrosyan,45,Widowed,Employed,250000,Master's,2000000,Loan granted to financial institutions,No,341,0.6,3,3,12,10.26,11,150000,Low
Elina Markosyan,61,Divorced,Employed,2490000,Master's,1350000,Mortgage loan,Yes,722,0.48,1,2,24,16.88,26,1800000,Medium
Narek Melkonyan,32,Married,Self-Employed,1690000,Bachelor's,2600000,Mortgage loan,Yes,434,0.17,4,1,24,12.54,9,2350000,Very Low
Narek Markosyan,58,Divorced,Self-Employed,1530000,Master's,350000,Leasing finance,Yes,558,0.33,2,3,48,14.93,13,900000,Low
Hayk Harutyunyan,40,Widowed,Self-Employed,1470000,High School,2300000,Commercial and industrial loan,No,490,0.35,3,3,36,10.92,20,600000,Low
Hayk Hakobyan,57,Married,Employed,2150000,PhD,1650000,Leasing finance,Yes,555,0.25,4,0,12,11.71,0,4350000,Very Low
Hakob Gevorgyan,28,Married,Employed,610000,Master's,4550000,Loan granted to financial institutions,No,793,0.18,2,4,36,13.81,9,4650000,Low
Arsen Avetisyan,65,Widowed,Employed,1430000,Master's,400000,Loan granted to individuals,Yes,372,0.46,1,0,36,16.32,44,350000,Very Low
Arman Markosyan,49,Married,Self-Employed,2690000,Master's,250000,Agricultural loan,Yes,373,0.24,4,2,48,10.71,17,1700000,Very Low
Arsen Sargsyan,53,Widowed,Self-Employed,2130000,Master's,3050000,Consumer loan,No,700,0.41,1,3,48,12.09,7,4750000,Medium
Gayane Mkrtchyan,50,Single,Employed,770000,PhD,3600000,Leasing finance,No,378,0.26,3,1,12,11.28,7,400000,Very Low
Vahan Melkonyan,41,Single,Employed,1510000,Master's,3000000,Consumer loan,Yes,547,0.35,4,3,36,18.49,7,3200000,Low
Vahan Melkonyan,56,Married,Unemployed,0,PhD,4250000,Loan granted to financial institutions,Yes,486,0.27,1,1,24,16.13,28,4850000,Very Low
Arsen Sargsyan,51,Widowed,Self-Employed,1550000,Master's,1200000,Leasing finance,Yes,769,0.31,2,1,48,14.15,25,4850000,High
Aram Hovhannisyan,45,Single,Self-Employed,1030000,Bachelor's,350000,Loan granted to individuals,Yes,755,0.47,1,1,48,19.42,25,2350000,High
Vahan Melkonyan,54,Divorced,Unemployed,0,PhD,3050000,Leasing finance,Yes,575,0.54,3,4,48,17.09,19,800000,Low
Ashot Hakobyan,24,Divorced,Self-Employed,770000,Master's,4150000,Loan granted to individuals,No,478,0.35,2,0,12,19.25,3,1000000,Very Low
Ara Avetisyan,21,Divorced,Employed,690000,Master's,4750000,Loan granted to individuals,Yes,428,0.41,1,2,36,15.57,2,4400000,Very Low
Karine Gevorgyan,54,Widowed,Self-Employed,2070000,PhD,1800000,Loan granted to financial institutions,Yes,678,0.53,4,4,60,10.52,6,4550000,Low
Narek Harutyunyan,18,Divorced,Self-Employed,410000,High School,1350000,Commercial and industrial loan,Yes,414,0.17,1,4,48,16.43,0,3000000,Low
Areg Nazaryan,18,Single,Self-Employed,2950000,Bachelor's,1450000,Mortgage loan,Yes,621,0.18,4,1,60,11.22,0,3800000,Low
Levon Karapetyan,64,Widowed,Employed,2710000,Bachelor's,4350000,Loan granted to financial institutions,Yes,688,0.28,4,4,24,12.81,31,3650000,Medium
Narek Hakobyan,37,Divorced,Employed,2390000,Master's,1000000,Loan granted to financial institutions,Yes,763,0.25,1,2,24,14.61,9,3300000,High
Anush Ghazaryan,36,Single,Employed,2390000,Master's,3500000,Consumer loan,Yes,501,0.59,3,2,36,10.73,16,4100000,Low
Liana Ghazaryan,46,Married,Employed,730000,PhD,3800000,Agricultural loan,Yes,846,0.38,4,3,36,9.23,25,3400000,Low
Karen Petrosyan,27,Widowed,Self-Employed,810000,Bachelor's,3800000,Consumer loan,Yes,708,0.36,3,4,24,12.6,1,2650000,Medium
Artur Avetisyan,35,Single,Employed,1050000,Master's,150000,Consumer loan,No,451,0.39,4,3,36,18.07,16,1150000,Low
Nune Avetisyan,45,Divorced,Employed,150000,PhD,1950000,Consumer loan,No,704,0.54,4,2,48,9.17,19,3700000,Low
Artur Harutyunyan,52,Single,Self-Employed,2830000,Master's,4950000,Consumer loan,No,790,0.22,1,4,48,10.2,30,2350000,Low
Tatev Ghazaryan,60,Married,Employed,510000,Bachelor's,4150000,Consumer loan,Yes,461,0.36,4,1,24,17.88,42,1450000,Very Low
Arpi Mkrtchyan,64,Divorced,Employed,2950000,Master's,2250000,Agricultural loan,Yes,446,0.24,2,1,60,12.36,40,4000000,Very Low
Lusine Vardanyan,48,Married,Employed,590000,PhD,3400000,Mortgage loan,No,711,0.49,1,4,36,19.32,7,3450000,Medium
Trdat Karapetyan,44,Single,Unemployed,0,PhD,1550000,Commercial and industrial loan,Yes,555,0.49,2,3,36,13.18,10,4650000,Low
Liana Hovhannisyan,28,Divorced,Employed,1450000,Master's,1900000,Loan granted to individuals,No,669,0.58,2,3,60,17.76,3,800000,Low
Hasmik Poghosyan,66,Single,Self-Employed,2750000,PhD,4850000,Loan granted to financial institutions,Yes,590,0.32,4,1,24,11.85,7,3200000,Low
Hayk Hovhannisyan,66,Divorced,Employed,1850000,Bachelor's,300000,Commercial and industrial loan,Yes,639,0.18,3,3,36,9.68,8,1200000,Low
Vahan Sargsyan,55,Widowed,Self-Employed,1870000,Bachelor's,400000,Commercial and industrial loan,No,375,0.55,1,1,60,18.7,13,4500000,Low
Karine Melkonyan,22,Widowed,Employed,1570000,PhD,1400000,Consumer loan,Yes,839,0.55,3,0,36,19.2,0,450000,Low
Hasmik Avagyan,25,Married,Employed,1910000,High School,750000,Commercial and industrial loan,No,804,0.22,1,1,48,16.79,1,3250000,Very High
Hasmik Gevorgyan,51,Married,Employed,2350000,Bachelor's,4750000,Commercial and industrial loan,Yes,620,0.24,2,0,60,17.47,14,3950000,Low
Sona Gevorgyan,65,Divorced,Retired,41000,Bachelor's,400000,Loan granted to individuals,Yes,606,0.26,4,4,24,9.08,29,1750000,Low
Karine Mkrtchyan,69,Widowed,Employed,950000,Master's,2700000,Loan granted to individuals,Yes,646,0.33,4,0,24,17.29,29,4750000,Low
Levon Poghosyan,29,Widowed,Employed,250000,Master's,300000,Consumer loan,No,692,0.51,4,2,36,14.19,7,4250000,Low
Vahagn Poghosyan,55,Widowed,Employed,2250000,Bachelor's,1450000,Loan granted to financial institutions,Yes,498,0.17,3,3,36,13.98,30,1450000,Low
Gagik Nazaryan,18,Single,Employed,1030000,PhD,1700000,Loan granted to individuals,No,481,0.45,4,0,24,14.94,0,0,Very Low
Tigran Gevorgyan,48,Single,Employed,1770000,PhD,350000,Commercial and industrial loan,Yes,539,0.28,4,2,24,11.98,4,1450000,Very Low
Hasmik Nazaryan,21,Single,Employed,490000,Bachelor's,2000000,Loan granted to individuals,Yes,365,0.2,3,2,60,16.66,2,1400000,Very Low
Artur Petrosyan,66,Married,Self-Employed,270000,Bachelor's,3700000,Agricultural loan,Yes,470,0.27,3,3,36,12.25,47,4400000,Low
Levon Avagyan,62,Married,Self-Employed,710000,Master's,650000,Agricultural loan,Yes,464,0.37,4,1,24,15.14,41,4800000,Very Low
Levon Hakobyan,67,Widowed,Retired,70000,Master's,3100000,Mortgage loan,Yes,362,0.56,4,2,60,10.51,10,350000,Low
Ashot Vardanyan,22,Married,Employed,1610000,Bachelor's,4300000,Agricultural loan,No,654,0.41,2,0,48,16.43,4,2350000,Low
Samvel Vardanyan,47,Married,Self-Employed,450000,Bachelor's,4250000,Consumer loan,Yes,350,0.4,4,3,36,11.09,9,2700000,Low
Hasmik Mkrtchyan,41,Married,Employed,210000,Bachelor's,3250000,Loan granted to individuals,Yes,342,0.15,3,0,48,10.87,15,450000,Very Low
Hayk Nazaryan,20,Widowed,Self-Employed,1430000,Bachelor's,2050000,Mortgage loan,Yes,620,0.14,1,1,36,9.27,0,1850000,Low
Sona Markosyan,28,Divorced,Employed,1570000,Bachelor's,2100000,Agricultural loan,No,617,0.16,4,3,48,10.34,7,1550000,Low
Arpi Petrosyan,62,Divorced,Self-Employed,2710000,Master's,3300000,Loan granted to financial institutions,Yes,515,0.15,1,2,36,11.56,14,2650000,Very Low
Ruzanna Markosyan,21,Widowed,Employed,2750000,Master's,4650000,Consumer loan,No,490,0.39,4,0,24,11.45,0,3300000,Very Low
Hovhannes Melkonyan,43,Single,Self-Employed,1410000,Master's,550000,Agricultural loan,Yes,789,0.33,4,0,24,12.6,6,3500000,High
Samvel Poghosyan,44,Divorced,Employed,1450000,Bachelor's,2500000,Consumer loan,Yes,389,0.1,2,2,12,9.6,26,650000,Very Low
Arpi Ghazaryan,63,Married,Employed,1910000,Master's,3550000,Agricultural loan,No,721,0.28,4,2,36,19.29,19,4050000,Medium
Hasmik Avetisyan,60,Married,Employed,1270000,High School,1750000,Leasing finance,No,790,0.16,3,1,36,10.31,35,3350000,High
Mari Harutyunyan,44,Widowed,Employed,2150000,Bachelor's,4700000,Mortgage loan,Yes,553,0.59,4,1,12,16.72,13,4400000,Low
Gor Melkonyan,59,Widowed,Self-Employed,2330000,Master's,4000000,Loan granted to financial institutions,Yes,406,0.33,1,2,60,14.89,36,2200000,Very Low
Gagik Harutyunyan,68,Single,Employed,490000,Master's,3950000,Loan granted to financial institutions,No,593,0.31,4,3,48,15.08,48,4450000,Low
Karen Avagyan,67,Single,Self-Employed,2250000,Bachelor's,1000000,Commercial and industrial loan,No,810,0.42,3,2,36,10.16,35,4300000,Very Low
Arsen Melkonyan,23,Divorced,Employed,910000,Master's,1400000,Agricultural loan,Yes,535,0.28,4,2,60,11.68,4,2150000,Very Low
Lusine Hovhannisyan,32,Married,Self-Employed,2610000,PhD,1850000,Loan granted to individuals,Yes,797,0.46,1,4,60,17.58,7,1900000,Low
Hasmik Ghazaryan,47,Married,Employed,2550000,Master's,150000,Leasing finance,Yes,655,0.55,4,3,12,14.1,16,4650000,Low
Anush Mkrtchyan,59,Married,Self-Employed,1810000,Master's,4650000,Mortgage loan,Yes,603,0.35,2,3,48,14.03,35,3550000,Low
Tigran Karapetyan,54,Single,Self-Employed,270000,PhD,2950000,Agricultural loan,Yes,831,0.29,4,1,60,15.01,28,4600000,Very High
Narek Hakobyan,54,Widowed,Employed,2370000,Master's,3650000,Consumer loan,Yes,791,0.36,1,1,24,13.77,14,3950000,High
Hasmik Karapetyan,59,Single,Self-Employed,1490000,Master's,1350000,Loan granted to individuals,No,416,0.4,1,1,24,17.87,38,3000000,Very Low
Tatev Hakobyan,54,Married,Self-Employed,850000,High School,1600000,Leasing finance,Yes,666,0.52,1,0,24,17.24,4,550000,Low
Mari Hakobyan,52,Divorced,Employed,2610000,Bachelor's,2400000,Agricultural loan,Yes,758,0.3,2,3,24,12.49,32,1450000,Low
Narine Nazaryan,40,Widowed,Unemployed,0,Master's,2300000,Agricultural loan,Yes,419,0.13,4,4,60,17.93,6,4800000,Low
Samvel Mkrtchyan,23,Married,Employed,150000,Master's,4750000,Mortgage loan,Yes,512,0.42,1,1,48,14.7,4,1550000,Very Low
Vahagn Hakobyan,21,Married,Self-Employed,830000,Bachelor's,2350000,Consumer loan,Yes,482,0.59,2,1,12,15.91,0,450000,Low
Tigran Hovhannisyan,35,Single,Employed,1650000,PhD,4500000,Consumer loan,Yes,638,0.53,2,1,48,18.53,0,3500000,Low
Narek Markosyan,26,Divorced,Employed,1730000,Bachelor's,2000000,Consumer loan,Yes,777,0.48,1,1,24,14.24,1,3650000,High
Gayane Gevorgyan,66,Divorced,Employed,770000,Master's,150000,Agricultural loan,Yes,793,0.19,3,1,36,17.32,39,1400000,High
Sona Hakobyan,46,Widowed,Employed,830000,Bachelor's,3750000,Leasing finance,No,530,0.47,4,0,36,15.91,24,1450000,Very Low
Arpi Vardanyan,30,Widowed,Self-Employed,2690000,Bachelor's,1450000,Agricultural loan,Yes,663,0.14,1,4,24,13.69,7,2300000,Low
Liana Hakobyan,64,Widowed,Self-Employed,510000,Master's,4550000,Loan granted to individuals,No,745,0.35,4,3,36,17.68,23,100000,Low
Ruzanna Vardanyan,69,Divorced,Employed,1990000,Bachelor's,2900000,Leasing finance,Yes,783,0.29,2,4,48,10.16,45,3900000,Low
Ruzanna Melkonyan,34,Single,Employed,1990000,High School,2500000,Mortgage loan,No,545,0.55,4,2,24,15.39,3,1550000,Low
Lilit Petrosyan,62,Married,Self-Employed,1730000,Master's,500000,Mortgage loan,Yes,524,0.18,3,3,60,9.51,12,4250000,Low
Hovhannes Sargsyan,49,Widowed,Employed,210000,Master's,3050000,Agricultural loan,Yes,456,0.49,4,1,12,10.72,4,4000000,Very Low
Hakob Nazaryan,65,Single,Employed,2390000,Master's,4950000,Leasing finance,No,664,0.12,1,2,36,15.59,45,3300000,Low
Hakob Poghosyan,39,Married,Employed,2430000,PhD,3050000,Agricultural loan,Yes,485,0.45,1,2,60,12.38,17,1600000,Very Low
Nune Gevorgyan,21,Divorced,Employed,1370000,High School,1150000,Agricultural loan,Yes,794,0.25,1,2,12,11.89,1,2550000,High
Ara Hovhannisyan,22,Single,Employed,2710000,Master's,300000,Consumer loan,Yes,484,0.59,4,2,48,19.51,2,2200000,Low
Meline Gevorgyan,54,Divorced,Self-Employed,1790000,Master's,3750000,Agricultural loan,Yes,686,0.44,1,1,36,13.02,3,1650000,Medium
Lilit Ghazaryan,58,Divorced,Employed,1150000,PhD,3000000,Mortgage loan,Yes,579,0.25,4,2,36,15.21,6,4200000,Very Low
Mariam Hakobyan,66,Single,Self-Employed,2450000,PhD,1350000,Commercial and industrial loan,Yes,781,0.22,4,4,24,14.88,35,2400000,Low
Ani Hovhannisyan,30,Widowed,Employed,2290000,Master's,2750000,Leasing finance,No,564,0.42,1,1,48,9.68,5,4150000,Very Low
Edgar Hakobyan,51,Single,Employed,870000,Master's,1550000,Loan granted to financial institutions,Yes,651,0.24,3,2,36,16.42,11,500000,Low
Arman Avetisyan,62,Single,Self-Employed,850000,Bachelor's,1500000,Commercial and industrial loan,Yes,381,0.19,1,2,36,14.64,23,700000,Very Low
Suren Melkonyan,39,Divorced,Employed,1510000,Bachelor's,3350000,Loan granted to financial institutions,Yes,480,0.42,2,4,48,13.2,14,4850000,Low
Narek Avagyan,40,Divorced,Employed,2170000,Master's,650000,Loan granted to individuals,Yes,641,0.46,2,0,60,9.73,4,2900000,Low
Narek Avetisyan,68,Widowed,Employed,2750000,Master's,2950000,Mortgage loan,Yes,495,0.22,3,0,36,12.22,7,2500000,Very Low
Ashot Avagyan,20,Single,Employed,2990000,Master's,2700000,Agricultural loan,Yes,359,0.37,2,4,48,18.73,2,2600000,Low
Arsen Avetisyan,59,Divorced,Self-Employed,1670000,Master's,1050000,Loan granted to individuals,No,450,0.43,3,0,60,10.91,17,1050000,Very Low
Nune Markosyan,51,Married,Employed,2230000,Bachelor's,2150000,Consumer loan,Yes,360,0.57,4,3,12,11.41,24,3550000,Low
Hasmik Gevorgyan,49,Widowed,Self-Employed,590000,Master's,550000,Leasing finance,Yes,727,0.5,2,3,36,11.26,17,400000,Medium
Hayk Markosyan,62,Single,Employed,1070000,High School,3350000,Consumer loan,Yes,630,0.31,3,3,12,18.8,22,2850000,Low
Vardan Avetisyan,68,Divorced,Employed,810000,Bachelor's,1900000,Commercial and industrial loan,Yes,338,0.52,1,0,60,16.7,37,2850000,Low
Liana Hakobyan,66,Married,Self-Employed,950000,Bachelor's,4750000,Loan granted to financial institutions,Yes,552,0.32,2,3,24,18.7,17,4550000,Low
Mariam Karapetyan,38,Married,Self-Employed,1070000,PhD,1200000,Mortgage loan,Yes,532,0.17,2,3,36,19.05,18,2600000,Low
